arms.left.joint_margin_min_rad,arms.left.position_error_norm_mean_m,arms.left.position_error_norm_peak_m,arms.left.position_error_norm_rmse_m,arms.left.rotation_error_norm_mean_rad,arms.left.rotation_error_norm_peak_rad,arms.left.rotation_error_norm_rmse_rad,arms.left.velocity_saturation_overall_pct,arms.right.joint_margin_min_rad,arms.right.position_error_norm_mean_m,arms.right.position_error_norm_peak_m,arms.right.position_error_norm_rmse_m,arms.right.rotation_error_norm_mean_rad,arms.right.rotation_error_norm_peak_rad,arms.right.rotation_error_norm_rmse_rad,arms.right.velocity_saturation_overall_pct,config_id,disqualification.0,disqualification.1,disqualification.2,disqualification.3,disqualification.4,disqualification.x,disqualification.y,disqualification.z,gains.DAMPING,gains.KD_POS,gains.KD_ROT,gains.KP_POS,gains.KP_ROT,gains.K_NULL,headroom_mean_frac,headroom_p95_frac,settle_duration_s,settled,stage,valid,velocity_saturation_overall_pct,warning_reasons.0,warning_reasons.1,warning_reasons.2,warning_reasons.3,warning_reasons.x,warning_reasons.y,warning_reasons.z,worst_arm_joint_margin_min_rad,worst_arm_pos_rmse_m,worst_arm_rot_rmse_rad
0.005216288138244263,0.13292517639377124,0.265920490914659,0.15081669672335749,0.006957943375874322,0.018427981080051985,0.00811632133279413,0.0,-0.006122346043446303,0.13254012308743132,0.26563503093329777,0.15039600675869172,0.007306331779384707,0.018055147100268988,0.00846693812018675,0.0,s1_kp0.7671_kd0.3,not settled,,,,,,,,0.05,0.3,0.3,0.7671,2.0,1.0,0.23497805624905427,0.6558311092575903,15.000000000001679,False,1,False,0.0,settling timeout,negative joint margin,,,,,,-0.006122346043446303,0.15081669672335749,0.00846693812018675
0.0021827179867903723,0.1273194040465315,0.2655664092559647,0.14605963613387984,0.006908907834156743,0.017991496128431136,0.008098738987672159,0.0,-0.006356096777332176,0.12692906570750917,0.2652241181329858,0.14562721096509262,0.007403678135221868,0.017606812882733854,0.008652902896270217,0.0,s1_kp0.7671_kd0.45,not settled,,,,,,,,0.05,0.45,0.3,0.7671,2.0,1.0,0.23449978721819179,0.6450369602271356,15.000000000001679,False,1,False,0.0,settling timeout,negative joint margin,,,,,,-0.006356096777332176,0.14605963613387984,0.008652902896270217
-0.0006063604939825495,0.12210183010225424,0.2651612308141275,0.1418116449595538,0.006927781330708112,0.017752483801593354,0.00816895443561776,0.0,-0.006447980574255219,0.12171133762786002,0.2647939338501455,0.14137754781252007,0.0075591001063172935,0.017353528111163915,0.008934983945178748,0.0,s1_kp0.7671_kd0.6,not settled,,,,,,,,0.05,0.6,0.3,0.7671,2.0,1.0,0.23534534092406978,0.6394313171043131,15.000000000001679,False,1,False,0.0,settling timeout,negative joint margin,,,,,,-0.006447980574255219,0.1418116449595538,0.008934983945178748
-0.002194453903839211,0.11725468646862058,0.2647192763634473,0.13806069879078123,0.007004069864798346,0.017650928820655488,0.008315561447530019,0.0,-0.006425888077982389,0.11687508339048905,0.2643599486076236,0.1376389207873257,0.0077489765337213036,0.017237144171390616,0.009277051945472679,0.0,s1_kp0.7671_kd0.75,not settled,,,,,,,,0.05,0.75,0.3,0.7671,2.0,1.0,0.23711822742090793,0.6380036298245416,15.000000000001679,False,1,False,0.0,settling timeout,negative joint margin,,,,,,-0.006425888077982389,0.13806069879078123,0.009277051945472679
-0.0022514125237456106,0.11277111824224081,0.26424400992359925,0.13477970963949054,0.007156113995090408,0.017638312442572055,0.008567386419409607,0.0,-0.006313134124038555,0.11242452632207121,0.26393224922085656,0.13439593532647642,0.007956833168643096,0.018224967311346024,0.00965268666124189,0.0,s1_kp0.7671_kd0.9,not settled,,,,,,,,0.05,0.9,0.3,0.7671,2.0,1.0,0.23946946463872812,0.6394260070320501,15.000000000001679,False,1,False,0.0,settling timeout,negative joint margin,,,,,,-0.006313134124038555,0.13477970963949054,0.00965268666124189
-0.006662786352164662,0.12710393940635717,0.2614085578257057,0.14518803691007728,0.010015208473282683,0.02296362267160031,0.011778942296471017,0.0,-0.00701026714495967,0.12669606517094972,0.261305023199938,0.1447659761155188,0.01038804268381992,0.023088096406178742,0.01200146802372291,0.0,s1_kp1.177_kd0,,,,,,,,,0.05,0.0,0.3,1.177,2.0,1.0,0.27526355304943456,0.8201983187681814,12.514000000000848,True,1,False,0.0,negative joint margin,,,,,,,-0.00701026714495967,0.14518803691007728,0.01200146802372291
-0.006328257872397103,0.1234742755467738,0.2614467062014637,0.14226253811804818,0.009870596781015645,0.024425202829809676,0.011808045121588643,0.0,-0.006935339809273966,0.12310145928184336,0.2612782272080253,0.14185911342883784,0.010174019136017533,0.023123225144257093,0.011953116704504354,0.0,s1_kp1.177_kd0.15,,,,,,,,,0.05,0.15,0.3,1.177,2.0,1.0,0.27096451011102124,0.7998241844811705,13.204000000001079,True,1,False,0.0,negative joint margin,,,,,,,-0.006935339809273966,0.14226253811804818,0.011953116704504354
0.00017449555658544114,0.12000096042983532,0.2614521598186717,0.13954462763209077,0.00975103095026962,0.02390107845699593,0.01170745695748729,0.0,-0.007008942437200627,0.11958966771975155,0.26123315404324615,0.13909665231727947,0.010260390114906114,0.02330622115710403,0.012216598642819328,0.0,s1_kp1.177_kd0.3,,,,,,,,,0.05,0.3,0.3,1.177,2.0,1.0,0.2678471730598083,0.7810168416546038,13.872000000001302,True,1,False,0.0,negative joint margin,,,,,,,-0.007008942437200627,0.13954462763209077,0.012216598642819328
0.00021190117860392377,0.11665833227269023,0.2614212920148138,0.13700730551709567,0.00961720188272171,0.022961977321202868,0.011607760168197857,0.0,-0.007048525545045425,0.11624714149385647,0.2611658675965753,0.13655451993982115,0.01028567837091939,0.023635061001694567,0.012330771120281437,0.0,s1_kp1.177_kd0.45,,,,,,,,,0.05,0.45,0.3,1.177,2.0,1.0,0.26579712988872795,0.7639663712754592,14.544000000001526,True,1,False,0.0,negative joint margin,,,,,,,-0.007048525545045425,0.13700730551709567,0.012330771120281437
-0.0005401298348717276,0.11341138057522085,0.2613247766252033,0.1346174165397048,0.009590165353252357,0.023304507058312718,0.011648877950384728,0.0,-0.006965084379166875,0.11301686048175973,0.2610760328554916,0.13419003205630237,0.01034438695374278,0.0241039909446894,0.012515663813583905,0.0,s1_kp1.177_kd0.6,not settled,,,,,,,,0.05,0.6,0.3,1.177,2.0,1.0,0.26459033437990753,0.7503399224238922,15.000000000001679,False,1,False,0.0,settling timeout,negative joint margin,,,,,,-0.006965084379166875,0.1346174165397048,0.012515663813583905
